ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1448,18.464222,77.3756,2.8,-36.0,7.47,3.45,Negativno,Ne
1449,18.484972,77.383829,3.8,-64.2,6.74,0.71,Negativno,Da
1450,18.486877,77.391237,6.6,-31.8,7.0,0.31,Negativno,Ne
1451,18.460792,77.388664,11.8,-50.8,5.61,4.95,Pozitivno,Ne
1452,18.469774,77.380061,9.0,-63.7,7.43,2.8,Negativno,Ne
1453,18.498359,77.405001,4.2,-28.1,7.12,5.33,Negativno,Ne
1454,18.473694,77.389995,3.6,-61.6,6.54,1.17,Negativno,Ne
1455,18.457175,77.383762,9.1,-41.9,6.88,0.69,Negativno,Ne
1456,18.489773,77.402129,1.5,-50.4,6.37,2.71,Negativno,Ne
1457,18.4811,77.40133,2.9,-35.5,6.91,1.54,Negativno,Ne
1458,18.477293,77.408234,1.9,-39.2,6.33,3.12,Negativno,Ne
1459,18.479957,77.38935,3.4,-56.7,6.33,2.06,Negativno,Ne
1460,18.488632,77.385899,3.5,-57.9,6.34,4.03,Negativno,Ne
1461,18.476121,77.378582,3.9,-30.2,7.45,3.89,Negativno,Ne
1462,18.485061,77.376142,5.4,-42.0,7.21,4.83,Negativno,Ne
1463,18.477935,77.396434,6.4,-59.8,6.92,3.79,Negativno,Ne
1464,18.482806,77.407073,12.1,-74.0,6.8,0.2,Negativno,Ne
1465,18.476194,77.406056,3.9,-41.3,7.65,2.36,Negativno,Ne
1466,18.490179,77.387227,7.3,-56.7,6.2,0.83,Negativno,Ne
1467,18.494287,77.391588,14.4,-58.8,6.89,3.53,Negativno,Ne
1468,18.47278,77.397366,7.2,-10.2,7.18,5.006213876965044,Pozitivno,Da
1469,18.467469,77.377774,2.6,-39.9,7.58,5.93,Negativno,Ne
1470,18.487993,77.385927,13.2,-50.9,6.29,2.14,Negativno,Ne
1471,18.485183,77.375205,1.1,-40.5,6.65,4.72,Negativno,Ne
1472,18.492691,77.379648,12.8,-21.7,6.76,0.3,Negativno,Ne
1473,18.462395,77.391289,6.3,-60.4,7.73,5.91,Pozitivno,Ne
1474,18.474197,77.392757,3.9,-54.2,6.92,0.52,Negativno,Ne
1475,18.469965,77.389126,8.1,-28.0,6.35,4.94,Negativno,Da
1476,18.474038,77.393687,10.7,-41.7,5.8,4.71,Negativno,Ne
1477,18.480481,77.399264,5.9,-57.8,6.37,4.49,Negativno,Ne
1478,18.486137,77.39073,7.1,-69.3,6.95,1.99,Negativno,Ne
1479,18.491551,77.399744,9.6,-46.0,6.26,2.1,Negativno,Ne
1480,18.497205,77.405521,0.3,-45.2,6.96,1.05,Pozitivno,Ne
1481,18.487356,77.412872,4.0,-57.1,6.44,4.69,Negativno,Ne
1482,18.473211,77.398223,10.4,-31.5,6.4,1.39,Negativno,Ne
1483,18.462234,77.402151,3.3,-63.9,7.28,5.95,Negativno,Ne
1484,18.465706,77.370813,9.4,-50.3,6.79,0.6,Negativno,Ne
1485,18.500349,77.399712,5.1,-62.5,6.54,0.52,Negativno,Ne
1486,18.487281,77.384782,6.6,-72.0,8.01,2.08,Negativno,Ne
1487,18.491935,77.392983,12.5,-51.7,7.15,0.98,Pozitivno,Ne
1488,18.481967,77.38936,5.7,-74.1,6.95,4.9,Negativno,Da
1489,18.487583,77.380661,2.9,-65.6,6.09,0.15,Negativno,Ne
1490,18.481319,77.384552,6.6,-23.5,6.89,2.66,Negativno,Ne
1491,18.4924,77.37192,14.4,-59.7,7.74,0.82,Negativno,Ne
1492,18.479288,77.390559,10.5,-55.0,6.71,3.54,Negativno,Ne
1493,18.491468,77.391961,3.2,-12.5,6.89,3.28,Negativno,Ne
1494,18.478288,77.3681,13.4,-47.4,7.02,0.41,Negativno,Ne
1495,18.47244,77.40372,12.0,-17.0,6.95,4.213531053577125,Pozitivno,Da
1496,18.47795,77.382862,4.0,-34.3,6.49,4.69,Negativno,Ne
1497,18.484535,77.395816,1.5,-31.0,7.05,5.3,Negativno,Ne
1498,18.473631,77.3788,8.7,-38.9,6.93,5.68,Negativno,Ne
1499,18.473728,77.392644,14.2,-60.4,6.07,3.56,Negativno,Ne
1500,18.490177,77.395275,6.8,-29.8,7.1,2.11,Negativno,Ne
1501,18.474593,77.395367,12.0,-36.5,7.36,2.94,Negativno,Ne
1502,18.497056,77.387266,5.5,-56.9,6.36,5.35,Negativno,Ne
1503,18.465979,77.403917,11.5,-51.9,6.84,4.9,Negativno,Ne
1504,18.491347,77.393362,2.3,-44.2,6.74,1.6,Negativno,Ne
1505,18.469969,77.391663,12.9,-48.8,7.25,4.23,Negativno,Ne
1506,18.474215,77.397189,1.7,-72.6,7.32,3.39,Negativno,Ne
1507,18.497721,77.405282,3.1,-44.7,7.42,4.2,Negativno,Ne
1508,18.47719,77.40201,1.5,-43.8,6.18,2.88,Negativno,Ne
1509,18.503205,77.379474,1.7,-45.5,7.03,3.62,Pozitivno,Ne
1510,18.491868,77.380697,6.7,-38.4,6.93,3.55,Negativno,Ne
1511,18.487658,77.388745,7.9,-67.0,7.31,1.87,Negativno,Ne
1512,18.493788,77.371444,10.9,-43.3,7.31,3.2,Negativno,Ne
1513,18.475719,77.370442,9.7,-25.3,6.76,2.63,Negativno,Ne
1514,18.48542,77.394841,2.3,-38.5,8.05,4.96,Negativno,Ne
1515,18.477591,77.39208,4.2,-77.2,6.67,3.35,Pozitivno,Ne
1516,18.482309,77.388225,10.6,-51.6,6.73,1.99,Negativno,Da
1517,18.480356,77.398706,3.0,-31.7,6.22,4.71,Negativno,Ne
1518,18.475381,77.378001,4.8,-53.6,7.99,6.0,Negativno,Ne
1519,18.490589,77.377669,13.7,-48.2,6.37,3.21,Negativno,Ne
1520,18.474357,77.40614,10.8,-41.3,6.34,4.86,Negativno,Ne
1521,18.478962,77.371995,4.9,-33.5,7.63,3.99,Negativno,Ne
1522,18.486575,77.389807,11.6,-42.0,5.98,1.19,Negativno,Ne
1523,18.470318,77.393405,5.5,-50.7,7.21,0.64,Negativno,Ne
1524,18.48415,77.383874,2.5,-44.8,6.13,1.18,Negativno,Ne
1525,18.481953,77.397442,9.9,-55.0,6.64,5.23,Negativno,Ne
1526,18.485093,77.409738,8.0,-35.8,6.87,2.54,Negativno,Ne
1527,18.477692,77.387068,0.6,-44.6,6.41,2.07,Negativno,Ne
1528,18.472428,77.395119,0.5,-5.6,6.68,5.546213876965043,Pozitivno,Da
1529,18.466078,77.378484,11.5,-56.7,6.54,4.22,Negativno,Ne
1530,18.465654,77.393054,1.3,-42.6,6.33,4.25,Negativno,Ne
1531,18.478994,77.402412,9.6,-30.2,7.76,1.5,Negativno,Ne
1532,18.476755,77.3803,1.5,-42.8,7.58,1.96,Negativno,Ne
1533,18.479821,77.378957,13.3,-31.0,6.35,0.74,Negativno,Ne
1534,18.471863,77.38069,8.4,-30.6,8.07,1.65,Negativno,Ne
1535,18.476532,77.388254,6.1,-52.7,7.25,0.2,Negativno,Ne
1536,18.500441,77.388072,13.9,-35.7,7.21,5.02,Negativno,Ne
1537,18.466644,77.386233,6.9,-24.7,7.22,0.61,Negativno,Ne
1538,18.470212,77.381421,1.6,-51.5,6.42,3.79,Negativno,Ne
1539,18.47541,77.385652,7.4,-11.5,7.99,5.44,Negativno,Ne
1540,18.495922,77.400493,3.6,-35.2,7.33,3.73,Negativno,Ne
1541,18.471231,77.402418,13.9,-51.9,6.68,4.02,Negativno,Ne
1542,18.501646,77.393149,9.5,-63.4,7.05,3.33,Negativno,Ne
1543,18.496303,77.383281,7.8,-64.0,6.35,3.71,Negativno,Ne
1544,18.478037,77.390618,9.1,-70.7,8.08,1.39,Negativno,Ne
1545,18.496323,77.387034,6.7,-30.1,7.21,3.95,Negativno,Ne
1546,18.48412,77.383314,0.7,-44.7,7.61,5.06,Negativno,Ne
1547,18.482597,77.384462,7.3,-45.6,6.44,3.72,Pozitivno,Ne
1548,18.490751,77.406658,9.8,-49.3,7.18,3.38,Negativno,Ne
1549,18.479487,77.380283,2.0,-51.0,6.95,0.66,Negativno,Ne
1550,18.472003,77.385997,7.6,-61.1,7.34,4.13,Negativno,Ne
1551,18.486553,77.386872,10.8,-50.2,6.48,0.65,Negativno,Ne
1552,18.480676,77.365029,2.9,-55.0,7.16,1.06,Negativno,Ne
1553,18.479874,77.410473,6.4,-38.7,7.45,0.44,Negativno,Ne
1554,18.47959,77.370779,0.3,-65.2,7.1,5.36,Negativno,Ne
1555,18.471173,77.396941,14.1,-9.3,7.11,5.646213876965043,Pozitivno,Da
1556,18.471403,77.393801,12.5,-37.1,6.94,3.62,Negativno,Ne
1557,18.494639,77.394624,4.2,-66.6,7.79,3.11,Negativno,Ne
1558,18.493676,77.401567,1.4,-46.9,6.74,1.28,Negativno,Ne
1559,18.494169,77.396814,0.2,-57.5,7.48,4.95,Negativno,Ne
1560,18.484956,77.400196,4.7,-39.3,6.76,1.94,Negativno,Ne
1561,18.488006,77.387756,14.6,-20.5,5.91,4.99,Pozitivno,Ne
1562,18.483198,77.388191,7.0,-94.0,7.24,3.07,Negativno,Ne
1563,18.495902,77.393851,3.4,-48.2,7.14,1.97,Negativno,Ne
1564,18.483401,77.387769,3.3,-44.1,7.31,0.86,Negativno,Ne
1565,18.464174,77.38137,12.5,-34.4,7.47,1.84,Negativno,Ne
1566,18.492944,77.381041,7.2,-44.8,7.48,5.25,Negativno,Ne
1567,18.475147,77.393602,14.6,-66.6,7.72,2.28,Negativno,Ne
1568,18.490099,77.399519,11.8,-48.9,6.89,4.46,Negativno,Ne
1569,18.478245,77.403769,2.4,-53.9,7.26,5.13,Negativno,Ne
1570,18.466078,77.394784,4.2,-49.0,6.28,4.83,Negativno,Ne
1571,18.483369,77.399691,6.0,-29.2,7.64,1.28,Negativno,Ne
1572,18.474767,77.388713,10.4,-68.5,7.0,0.35,Negativno,Ne
1573,18.487537,77.392164,7.4,-32.5,7.24,4.4,Negativno,Ne
1574,18.472028,77.392949,12.4,-73.3,7.23,1.73,Negativno,Ne
1575,18.467323,77.382753,8.2,-32.0,7.34,4.12,Negativno,Ne
1576,18.461332,77.38068,11.7,-52.8,6.72,3.78,Negativno,Ne
1577,18.482229,77.377467,2.2,-50.4,6.68,3.77,Negativno,Ne
1578,18.449131,77.390411,5.8,-37.8,7.29,4.59,Negativno,Ne
1579,18.475121,77.39555,5.9,-44.8,7.2,1.7,Negativno,Ne
1580,18.465024,77.368812,6.1,-43.7,7.28,0.78,Negativno,Ne
1581,18.495737,77.392313,14.0,-60.6,8.49,1.99,Negativno,Ne
1582,18.472033,77.391114,8.3,-50.3,7.75,1.67,Negativno,Ne
1583,18.470136,77.372784,8.9,-63.9,7.22,5.83,Negativno,Ne
1585,18.481201,77.395974,9.2,-35.4,6.22,0.59,Negativno,Ne
1586,18.471596,77.393906,0.5,-47.3,7.31,2.83,Pozitivno,Ne
1587,18.476963,77.400997,13.3,-41.8,7.22,5.02,Pozitivno,Ne
1588,18.492795,77.386159,7.6,-50.4,6.31,1.81,Negativno,Da
1589,18.480782,77.400504,11.8,-33.5,6.99,5.56,Negativno,Ne
1590,18.479653,77.398178,10.2,-61.2,7.05,3.17,Negativno,Ne
1591,18.495769,77.40853,6.7,-55.1,6.2,4.48,Negativno,Ne
1592,18.484079,77.406514,9.2,-53.6,7.63,3.78,Negativno,Ne
1593,18.475343,77.380083,13.8,-54.9,7.1,4.18,Negativno,Ne
1594,18.476915,77.367728,10.6,-44.9,7.32,4.37,Negativno,Ne
1595,18.505846,77.39829,8.4,-46.2,7.74,1.67,Negativno,Ne
1596,18.474388,77.406902,5.2,-26.3,6.8,0.78,Negativno,Ne
1597,18.481942,77.388347,2.7,-81.6,6.81,3.76,Negativno,Ne
1598,18.464012,77.383296,12.6,-67.9,6.98,2.14,Pozitivno,Ne
1599,18.483533,77.380823,3.8,-46.1,6.69,3.31,Negativno,Ne
1600,18.475061,77.395002,11.6,-67.0,7.0,0.54,Negativno,Ne
1601,18.483385,77.374992,3.9,-56.5,7.62,2.82,Negativno,Ne
1602,18.469358,77.369951,4.4,-60.9,6.9,2.29,Negativno,Ne
1603,18.478987,77.386057,14.7,-64.3,7.51,2.11,Negativno,Ne
1604,18.475463,77.379264,5.5,-50.0,7.37,0.32,Negativno,Ne
1605,18.483429,77.38816,1.7,-29.6,6.23,1.79,Negativno,Ne
1606,18.483601,77.405107,6.6,-82.1,7.55,5.24,Negativno,Da
1607,18.484245,77.375913,2.9,-67.2,6.26,2.14,Negativno,Ne
1608,18.484283,77.382138,9.6,-27.0,7.76,3.11,Negativno,Ne
1609,18.493902,77.394794,10.6,-40.7,7.21,2.21,Negativno,Ne
1610,18.476053,77.378076,8.2,-46.2,6.75,1.01,Pozitivno,Ne
1611,18.463184,77.398355,1.9,-45.4,7.9,1.23,Negativno,Da
1612,18.465821,77.378555,4.7,-57.5,6.74,4.53,Negativno,Ne
1613,18.500485,77.38656,9.8,-33.1,7.11,0.34,Negativno,Ne
1614,18.462875,77.366902,7.5,-48.1,7.02,5.14,Negativno,Ne
1615,18.480212,77.375147,13.7,-68.9,6.88,3.41,Negativno,Ne
1616,18.472031,77.401121,9.6,-65.2,6.61,2.52,Negativno,Ne
1617,18.457138,77.373291,8.2,-21.7,7.12,3.29,Negativno,Ne
1618,18.467442,77.390123,7.8,-68.8,6.95,1.59,Negativno,Da
1619,18.490944,77.413513,9.1,-53.8,7.64,4.81,Negativno,Ne
1620,18.457472,77.386928,10.2,-56.8,6.81,3.89,Negativno,Ne
1621,18.467104,77.394285,7.0,-62.6,7.56,1.45,Negativno,Ne
1622,18.488728,77.399568,8.6,-57.2,7.05,1.8,Negativno,Ne
1623,18.489385,77.388569,14.5,-39.2,7.66,2.17,Negativno,Ne
1624,18.467515,77.383156,14.2,-41.2,7.36,3.86,Negativno,Ne
1625,18.486801,77.389753,12.8,-43.7,7.25,2.98,Negativno,Ne
1626,18.487526,77.385051,12.9,-67.2,7.11,0.88,Negativno,Ne
1627,18.482782,77.377041,12.3,-81.5,6.84,2.19,Negativno,Ne
1628,18.495822,77.392517,9.6,-45.1,6.93,1.07,Negativno,Ne
1629,18.479273,77.380961,4.1,-59.2,7.29,5.11,Negativno,Ne
1630,18.464586,77.401372,2.5,-41.2,6.53,3.15,Negativno,Ne
1631,18.479948,77.389913,4.7,-42.2,6.46,4.29,Negativno,Ne
1632,18.481788,77.383525,9.6,-50.9,8.33,0.36,Negativno,Ne
1633,18.477193,77.392155,6.4,-65.6,7.76,2.37,Negativno,Ne
1634,18.462774,77.383095,12.9,-73.5,7.38,4.86,Pozitivno,Ne
1635,18.483917,77.387525,10.2,-51.7,7.48,0.2,Negativno,Ne
1636,18.476841,77.371532,2.2,-37.5,7.04,0.65,Negativno,Ne
1637,18.477611,77.384872,4.2,-30.2,6.76,2.06,Negativno,Ne
1638,18.45921,77.377228,6.7,-53.9,8.05,2.91,Negativno,Ne
1639,18.47107,77.365672,9.5,-33.3,7.22,1.47,Negativno,Ne
1640,18.472926,77.383717,12.4,-54.9,6.91,0.92,Negativno,Ne
1641,18.492055,77.385904,13.9,-62.3,6.48,4.73,Negativno,Ne
1642,18.481572,77.370963,7.2,-33.1,6.76,0.51,Negativno,Ne
1643,18.444949,77.365404,13.2,-27.5,6.9,1.33,Negativno,Ne
1644,18.469751,77.39789,0.4,-31.0,6.1,4.3,Negativno,Ne
1645,18.480556,77.404459,1.1,-59.8,7.22,1.58,Negativno,Ne
1646,18.49045,77.400422,4.7,-40.6,7.28,3.22,Negativno,Ne
1647,18.494385,77.375319,6.1,-40.7,6.78,1.1,Negativno,Ne
1648,18.470071,77.380886,0.9,-34.1,6.67,5.02,Negativno,Ne
1649,18.490555,77.392583,13.9,-41.3,7.58,5.11,Negativno,Ne
1650,18.485254,77.408513,0.8,-70.3,6.61,3.73,Negativno,Ne
1651,18.478792,77.397314,9.7,-44.3,7.06,0.49,Negativno,Ne
1652,18.483647,77.380785,14.4,-86.6,6.91,5.65,Negativno,Ne
1653,18.473901,77.390408,0.2,-83.1,6.93,5.26,Negativno,Ne
1654,18.48389,77.392695,7.7,-16.7,6.76,9.757775553032348,Pozitivno,Da
1655,18.465254,77.385635,13.6,-26.4,6.88,5.43,Negativno,Ne
1656,18.487906,77.391947,9.3,-36.7,6.17,4.44,Negativno,Ne
1657,18.48575,77.387615,7.6,-46.9,5.92,2.83,Pozitivno,Ne
1658,18.481892,77.383286,13.7,-42.5,6.71,2.22,Negativno,Ne
1659,18.488195,77.391109,12.5,-66.1,6.73,0.94,Negativno,Ne
1660,18.470615,77.375465,11.3,-47.9,7.06,0.67,Negativno,Ne
1661,18.468851,77.381683,5.9,-47.1,5.87,3.83,Negativno,Ne
1662,18.477282,77.404534,3.5,-56.5,6.77,1.2,Negativno,Ne
1663,18.467642,77.394702,7.9,-42.5,8.05,5.06,Pozitivno,Ne
1664,18.46427,77.404063,9.4,-36.8,7.16,1.6,Negativno,Ne
1665,18.45578,77.387176,1.0,-43.4,6.8,1.7,Negativno,Da
1666,18.493313,77.388166,2.1,-59.4,6.33,3.54,Negativno,Ne
1667,18.492368,77.387946,4.5,-47.4,6.15,0.36,Negativno,Ne
1668,18.462709,77.391649,7.5,-89.4,6.21,4.64,Negativno,Ne
1669,18.495459,77.383099,10.1,-58.4,6.73,5.83,Pozitivno,Ne
1670,18.468036,77.383303,9.8,-45.4,7.4,1.05,Negativno,Ne
1671,18.488426,77.380822,1.1,-76.5,6.42,5.7,Pozitivno,Ne
1672,18.486387,77.398799,7.5,-45.5,7.59,2.13,Negativno,Ne
1673,18.488558,77.384333,6.7,-51.5,7.99,4.44,Negativno,Ne
1674,18.47712,77.396992,9.7,-29.4,7.71,3.41,Pozitivno,Ne
1675,18.477461,77.394115,1.1,-46.9,6.44,1.49,Negativno,Ne
1676,18.478117,77.387628,8.7,-52.6,6.47,1.49,Negativno,Ne
1677,18.481446,77.404481,1.0,-46.2,7.65,3.14,Negativno,Ne
1678,18.474239,77.387516,10.1,-58.3,6.53,4.82,Negativno,Ne
1679,18.492115,77.37355,5.2,-50.6,6.05,5.93,Negativno,Ne
1680,18.478367,77.382816,8.7,-53.0,7.88,1.81,Negativno,Ne
1681,18.481004,77.377188,0.6,-67.5,7.09,4.35,Negativno,Ne
1682,18.480507,77.391193,4.1,-14.8,6.02,4.817775553032347,Pozitivno,Da
1683,18.466974,77.387729,2.4,-62.3,6.15,2.97,Negativno,Ne
1684,18.477766,77.388125,14.4,-39.8,6.73,3.31,Negativno,Da
1685,18.493085,77.384041,11.2,-53.4,7.58,3.75,Negativno,Ne
1686,18.473566,77.397205,2.8,-7.3,7.85,4.136213876965043,Pozitivno,Da
1687,18.485625,77.389065,3.6,-43.3,6.57,3.13,Negativno,Ne
1688,18.484387,77.390732,2.5,-59.1,7.38,4.01,Pozitivno,Ne
1689,18.481414,77.398037,4.6,-48.8,6.37,2.99,Negativno,Ne
1690,18.490921,77.401357,5.3,-81.7,6.2,5.01,Negativno,Ne
1691,18.474845,77.399351,11.0,-30.5,6.99,0.8,Negativno,Ne
1692,18.478098,77.387662,11.3,-58.5,6.74,1.65,Negativno,Ne
1693,18.485662,77.399015,12.8,-39.9,7.66,5.78,Negativno,Ne
1694,18.468914,77.369295,2.2,-33.0,7.74,3.89,Negativno,Ne
1695,18.463179,77.394138,4.7,-17.7,6.35,2.72,Negativno,Ne
1696,18.481148,77.374827,2.3,-70.2,6.83,3.68,Negativno,Ne
1697,18.471831,77.392977,7.4,-70.4,6.12,0.74,Negativno,Ne
1698,18.480089,77.397198,6.2,-61.9,7.37,3.11,Negativno,Ne
1699,18.49105,77.401858,8.8,-52.4,5.94,5.95,Negativno,Ne
1700,18.472692,77.387777,5.1,-36.0,6.71,0.24,Negativno,Ne
1701,18.482076,77.383534,12.8,-26.7,7.04,4.52,Pozitivno,Ne
1702,18.463975,77.390861,4.0,-49.8,6.72,1.8,Negativno,Ne
1703,18.480864,77.376166,0.6,-63.2,6.0,0.9,Negativno,Da
1704,18.487469,77.402717,5.3,-40.2,6.61,5.0,Negativno,Ne
1705,18.47799,77.39621,4.5,-42.1,6.98,1.67,Negativno,Ne
1706,18.501716,77.383627,11.7,-61.4,6.72,0.91,Negativno,Ne
1707,18.475298,77.392063,0.7,-59.8,7.38,2.95,Negativno,Ne
1708,18.46518,77.379754,3.3,-46.1,7.7,1.45,Negativno,Ne
1709,18.474521,77.377408,0.2,-56.0,7.63,1.78,Pozitivno,Ne
1710,18.481717,77.391894,7.5,-8.5,6.96,8.957775553032347,Pozitivno,Da
1711,18.475792,77.393604,2.2,-34.9,7.22,4.98,Negativno,Ne
1712,18.476703,77.405409,1.7,-34.9,6.37,3.5,Pozitivno,Ne
1713,18.486641,77.380535,0.1,-71.5,7.1,3.97,Negativno,Ne
1714,18.487234,77.38655,14.2,-50.4,7.23,1.03,Negativno,Da
1715,18.472713,77.390834,8.0,-43.8,7.15,4.73,Negativno,Ne
1716,18.475654,77.377551,12.9,-63.6,7.85,2.79,Negativno,Ne
1717,18.486728,77.396686,5.5,-39.5,7.11,1.14,Negativno,Ne
1718,18.478315,77.391998,14.6,-26.4,6.68,1.86,Negativno,Ne
1719,18.480661,77.388692,14.3,-52.1,7.62,0.99,Negativno,Ne
1720,18.465513,77.384824,11.3,-43.6,7.76,3.24,Negativno,Ne
1721,18.46254,77.385371,6.7,-36.2,7.91,1.82,Negativno,Ne
1722,18.469511,77.389703,2.0,-24.3,7.29,1.77,Negativno,Ne
1723,18.497163,77.385277,3.4,-35.1,6.46,5.3,Negativno,Ne
1724,18.475142,77.391608,13.3,-50.7,7.37,5.5,Negativno,Ne
1725,18.477891,77.398649,14.0,-67.8,6.73,0.88,Negativno,Ne
1726,18.487972,77.395701,11.7,-48.4,7.08,0.17,Negativno,Ne
1727,18.469691,77.395919,9.0,-27.5,6.99,0.25,Negativno,Ne
1728,18.48474,77.398937,8.3,-70.3,7.22,4.17,Negativno,Ne
1729,18.489818,77.400346,2.3,-44.4,6.16,1.2,Negativno,Ne
1730,18.479287,77.378784,11.1,-37.6,6.21,4.25,Negativno,Ne
1731,18.486132,77.382699,1.9,-31.3,6.24,3.29,Negativno,Da
1732,18.484386,77.38298,12.6,-36.1,6.87,0.45,Negativno,Ne
1733,18.476953,77.388178,13.7,-53.2,7.37,5.36,Negativno,Ne
1734,18.496806,77.397155,10.1,-50.4,8.27,3.62,Negativno,Ne
1735,18.488414,77.377254,8.6,-39.2,7.6,3.87,Negativno,Ne
1736,18.498092,77.407866,0.7,-61.2,7.01,0.55,Negativno,Ne
1737,18.456145,77.379792,10.0,-28.7,6.32,2.64,Negativno,Ne
1738,18.476181,77.397558,5.4,-52.2,6.8,1.79,Negativno,Ne
1739,18.484444,77.368942,14.8,-45.9,7.05,1.43,Negativno,Ne
1740,18.462893,77.402382,14.6,-69.3,6.41,1.99,Negativno,Ne
1741,18.477602,77.394008,1.9,-64.2,7.91,3.09,Negativno,Ne
1742,18.47182,77.397821,3.7,-10.1,7.12,5.296213876965043,Pozitivno,Da
1743,18.491392,77.408473,4.7,-22.6,6.89,5.6,Negativno,Ne
1744,18.480087,77.394949,9.2,-37.1,7.53,5.16,Pozitivno,Da
1745,18.487308,77.381967,11.4,-50.9,7.47,3.6,Negativno,Ne
1746,18.491968,77.387606,4.9,-48.3,7.05,1.43,Negativno,Ne
1747,18.492698,77.391472,6.5,-43.1,7.52,3.78,Negativno,Ne
1748,18.49235,77.381949,0.2,-43.9,6.0,2.81,Negativno,Ne
1749,18.490055,77.411592,2.8,-37.6,6.86,3.74,Pozitivno,Ne
1750,18.477985,77.375228,10.4,-51.2,7.34,2.6,Negativno,Ne
1751,18.474906,77.397719,13.7,-58.2,7.23,0.68,Negativno,Ne
1752,18.482008,77.398428,2.4,-57.0,8.15,5.59,Negativno,Ne
1753,18.480211,77.385267,10.4,-52.8,7.83,4.91,Pozitivno,Ne
1754,18.475822,77.390337,1.8,-43.0,8.13,4.54,Negativno,Ne
1755,18.487146,77.387229,14.0,-50.1,7.25,0.57,Negativno,Ne
1756,18.467328,77.377939,1.0,-47.7,7.55,2.25,Negativno,Ne
1757,18.475339,77.390191,0.6,-31.9,6.52,4.42,Negativno,Ne
1758,18.46521,77.401692,9.8,-43.9,8.24,4.01,Negativno,Ne
1759,18.487515,77.404089,6.8,-40.5,6.41,3.24,Pozitivno,Ne
1760,18.462866,77.406772,12.5,-41.3,7.93,1.05,Negativno,Ne
1761,18.453847,77.374968,7.7,-46.1,7.19,1.53,Negativno,Ne
1762,18.492089,77.385941,2.2,-54.2,7.19,5.07,Negativno,Ne
1763,18.508718,77.393007,14.3,-43.8,7.32,5.65,Negativno,Ne
1764,18.480392,77.387857,0.2,-73.7,6.73,0.69,Negativno,Ne
1765,18.494652,77.391382,8.0,-70.3,7.16,1.9,Negativno,Ne
1766,18.488637,77.393902,13.7,-85.7,8.11,2.67,Negativno,Ne
1767,18.477035,77.38097,5.8,-62.7,6.9,4.4,Negativno,Ne
1768,18.494669,77.397738,1.8,-49.9,7.55,4.28,Negativno,Ne
1769,18.482959,77.372819,7.3,-50.2,6.82,0.8,Negativno,Ne
1770,18.488831,77.390228,6.6,-65.1,7.02,5.28,Negativno,Ne
1771,18.468434,77.378101,5.5,-52.2,6.3,5.8,Pozitivno,Ne
1772,18.491377,77.404501,9.6,-57.7,6.14,2.66,Negativno,Ne
1773,18.47968,77.378159,8.2,-53.6,7.25,0.29,Negativno,Ne
1774,18.476615,77.395568,11.1,-50.4,6.1,2.52,Negativno,Ne
1775,18.470107,77.395059,11.3,-48.8,7.4,1.41,Pozitivno,Ne
1776,18.47528,77.395196,2.5,-49.3,6.8,2.9,Negativno,Ne
1777,18.462301,77.373744,2.0,-59.9,6.63,3.29,Negativno,Da
1778,18.489472,77.383333,8.2,-37.9,6.58,4.73,Negativno,Ne
1779,18.486483,77.392131,1.8,-39.1,7.15,1.46,Negativno,Ne
1780,18.478134,77.375956,12.0,-36.9,6.65,2.6,Negativno,Ne
1781,18.494659,77.392811,4.3,-42.4,6.75,3.34,Negativno,Ne
1782,18.485576,77.387172,1.2,-55.1,7.05,1.87,Negativno,Ne
1783,18.467641,77.376074,9.7,-47.2,6.71,1.08,Negativno,Ne
1784,18.490484,77.407106,4.2,-45.5,5.63,0.46,Negativno,Ne
1785,18.468384,77.381879,4.6,-49.5,6.6,0.23,Negativno,Ne
1786,18.49362,77.386754,9.2,-45.2,6.07,5.9,Negativno,Ne
1787,18.476348,77.39986,13.8,-35.9,7.32,4.98,Negativno,Ne
1788,18.475775,77.376402,4.7,-24.6,6.59,3.12,Negativno,Da
1789,18.482795,77.397005,8.9,-77.6,6.92,4.23,Negativno,Ne
1790,18.47044,77.392337,9.4,-28.5,6.68,3.24,Negativno,Ne
1791,18.491023,77.397626,7.6,-30.6,7.16,4.96,Negativno,Ne
1792,18.473896,77.407124,5.4,-36.7,7.25,0.35,Negativno,Ne
1793,18.476466,77.385919,8.9,-35.8,6.8,3.79,Negativno,Ne
1794,18.473738,77.389104,5.5,-57.4,6.98,2.18,Negativno,Da
1795,18.471382,77.387981,8.5,-50.3,7.14,2.29,Negativno,Ne
1796,18.466607,77.398663,12.1,-69.5,6.5,3.79,Negativno,Ne
1797,18.472037,77.390274,13.5,-34.1,7.35,3.55,Negativno,Ne
1798,18.476853,77.391275,1.9,-34.4,6.83,3.12,Negativno,Ne
1799,18.492776,77.374246,13.1,-45.7,7.29,1.41,Negativno,Ne
1800,18.471524,77.383981,6.5,-38.8,6.6,0.81,Negativno,Ne
1801,18.470176,77.362002,6.5,-32.0,6.6,0.81,Negativno,Ne
1802,18.468375,77.381664,1.5,-66.9,7.35,2.29,Negativno,Ne
